YEAR,KID,FID,MID,YBIRTH_M,YMAR,YDIV,YSEP,YBIRTH_F,UD_year,JC_year,edH,edW,F_hrs,F_earn,F_wage,M_hrs,M_earn,M_wage,exp,exp1,exp2,F_AGE,M_AGE,SEP,DIV,TSD,TSS,L,YBIRTH,LW_std,LW_raw,PC_std,PC_raw,AP_std,AP_raw,DigSpan,BPE,BPN,tau_m,tau_f,AGE,PHI_M,PHI_F,dgroup,sgroup
1997,1920032,1920170,1920003,1958,1979,9999,9999,1953,1975,1982,0,1,2016,42907.21071484192,21.281976514561595,1750,21453.60535742096,12.26073546176608,NA,12,6,44,39,FALSE,FALSE,-8002,-8002,2,1987,104,41,115,27,122,37,16,6,4,20.5333333333333,13.2833333333333,10,0.26208476517754825,0.1813900560224085,1,1
2002,1920032,1920170,1920003,1958,1979,9999,9999,1953,1975,1982,0,1,1920,40740.117709196245,21.218811306873043,2156,32726.311774811395,15.179179858446844,NA,17,11,49,44,FALSE,FALSE,-7997,-7997,2,1987,106,52,106,32,116,49,18,4,5,8.1,10.5833333333333,15,0.11483097055616137,0.14096653005464435,1,1
2007,1920032,1920170,1920003,1958,1979,9999,9999,1953,1975,1982,0,1,2080,39619.008719808626,19.047600346061845,2444,41896.144609923605,17.142448694731453,NA,22,16,54,49,FALSE,FALSE,-7992,-7992,2,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1
1997,1920033,1920170,1920003,1958,1979,9999,9999,1953,1975,1982,0,1,2016,42907.21071484192,21.281976514561595,1750,21453.60535742096,12.26073546176608,NA,12,6,44,39,FALSE,FALSE,-8002,-8002,2,1989,114,35,118,21,123,30,15,8,1,22.1666666666667,13.25,8,0.28293241695303595,0.18093487394957986,1,1
2002,1920033,1920170,1920003,1958,1979,9999,9999,1953,1975,1982,0,1,1920,40740.117709196245,21.218811306873043,2156,32726.311774811395,15.179179858446844,NA,17,11,49,44,FALSE,FALSE,-7997,-7997,2,1989,107,50,103,29,110,43,17,3,0,11.1166666666667,19.9833333333333,13,0.15759723736823017,0.2661714480874312,1,1
2007,1920033,1920170,1920003,1958,1979,9999,9999,1953,1975,1982,0,1,2080,39619.008719808626,19.047600346061845,2444,41896.144609923605,17.142448694731453,NA,22,16,54,49,FALSE,FALSE,-7992,-7992,2,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,1
1997,1925031,1925001,1925170,1951,1981,9999,9999,1948,9999,1986,1,1,3120,75087.61875097337,24.07094521102632,0,0,NA,NA,11,8,49,46,FALSE,FALSE,-8002,-8002,1,1986,114,46,120,30,142,45,18,7,4,15.4166666666667,9.58333333333333,11,0.1376488095238098,0.18429487179487175,1,1
2002,1925031,1925001,1925170,1951,1981,9999,9999,1948,9999,1986,1,1,1638,172319.32483446106,105.20105301249147,1638,57439.77494482035,35.067017670830495,NA,16,13,54,51,FALSE,FALSE,-7997,-7997,1,1986,146,56,115,35,113,49,22,3,0,0,0,16,0,0,1,1
2007,1925031,1925001,1925170,1951,1981,9999,9999,1948,9999,1986,1,1,2080,87198.85793656918,41.92252785411977,2080,83046.53136816113,39.92621700392364,NA,21,18,59,56,FALSE,FALSE,-7992,-7992,1,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
1997,1926031,1926170,1926003,1961,1983,9999,9999,1955,1973,1989,1,1,2070,48270.61205419716,23.320069023516584,1840,37543.809375486686,20.402378694907334,NA,15,13,42,36,FALSE,FALSE,-8002,-8002,2,1993,NA,NA,NA,NA,NA,NA,NA,3,1,18.75,25.75,4,0.24472891566265062,0.35668620138518914,1,1
2002,1926031,1926170,1926003,1961,1983,9999,9999,1955,1973,1989,1,1,2310,51695.797450338316,22.379133095384553,2094,40207.842461374246,19.201452942394578,NA,20,18,47,41,FALSE,FALSE,-7997,-7997,2,1993,103,41,109,24,121,37,10,2,2,18.0833333333333,22.6666666666667,9,0.2521000893655045,0.3354202238664395,1,1
2007,1926031,1926170,1926003,1961,1983,9999,9999,1955,1973,1989,1,1,2080,62284.89852612084,29.94466275294271,2080,37370.93911567251,17.966797651765642,NA,25,23,52,46,FALSE,FALSE,-7992,-7992,2,1993,99,48,103,30,123,48,14,5,6,12.9166666666667,11.6666666666667,14,0.1793981481481486,0.1620370370370375,1,1
1997,1926033,1926170,1926003,1961,1983,9999,9999,1955,1973,1989,1,1,2070,48270.61205419716,23.320069023516584,1840,37543.809375486686,20.402378694907334,NA,15,13,42,36,FALSE,FALSE,-8002,-8002,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9166666666667,17,1,0.31216532797858143,0.23548215237080447,1,1
2002,1926033,1926170,1926003,1961,1983,9999,9999,1955,1973,1989,1,1,2310,51695.797450338316,22.379133095384553,2094,40207.842461374246,19.201452942394578,NA,20,18,47,41,FALSE,FALSE,-7997,-7997,2,1996,104,16,114,7,105,20,9,1,0,6.41666666666667,13.8333333333333,6,0.08945487042001792,0.20470498956554684,1,1
2007,1926033,1926170,1926003,1961,1983,9999,9999,1955,1973,1989,1,1,2080,62284.89852612084,29.94466275294271,2080,37370.93911567251,17.966797651765642,NA,25,23,52,46,FALSE,FALSE,-7992,-7992,2,1996,110,45,108,27,117,38,15,5,2,24.6333333333333,28.8333333333333,11,0.3421296296296292,0.4004629629629625,1,1
1997,1928030,1928004,1928171,1965,1993,2008,2007,1964,1973,1990,1,1,2080,75087.61875097337,36.095691013860765,1300,25744.326428905155,19.80167774489955,NA,9,9,33,32,FALSE,FALSE,-11,-10,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8333333333333,9.33333333333333,2,0.3199233716475092,0.1296296296296296,3,3
2002,1928030,1928004,1928171,1965,1993,2008,2007,1964,1973,1990,1,1,2350,38293.1832965469,16.294971615551873,675,15317.27331861876,22.692256768324086,NA,12,10,38,37,FALSE,FALSE,-6,-5,2,1995,108,25,109,12,100,23,11,13,2,14.1666666666667,4,7,0.14306985175114942,0.059873344847438115,3,3
2007,1928030,1928004,1928171,1965,1993,2008,2007,1964,1973,1990,1,1,NA,NA,NA,2600,45675.59225248862,17.56753548172643,NA,14.5,11,43,42,TRUE,FALSE,-1,0,2,1995,89,39,90,22,107,38,11,8,3,3.75,4.4,12,0.06048387096774194,NA,3,2
1997,1930034,1930172,1930005,1954,1984,9999,9999,1956,9999,1986,1,0,2000,34325.76857187354,17.16288428593677,1400,10726.80267871048,7.658937112599283,NA,16.5,13,41,43,FALSE,FALSE,-8002,-8002,1,1987,143,53,122,30,132,41,18,7,2,16.5,5.66666666666667,10,0.19394213381555153,0.0770571827057183,1,1
2002,1930034,1930172,1930005,1954,1984,9999,9999,1956,9999,1986,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,48,FALSE,FALSE,-7997,-7997,1,1987,107,52,119,35,126,52,24,3,0,21.1666666666667,19.5,15,NA,NA,1,1
2007,1930034,1930172,1930005,1954,1984,9999,9999,1956,9999,1986,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,53,FALSE,FALSE,-7992,-7992,1,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1
1997,1930035,1930172,1930005,1954,1984,9999,9999,1956,9999,1986,1,0,2000,34325.76857187354,17.16288428593677,1400,10726.80267871048,7.658937112599283,NA,16.5,13,41,43,FALSE,FALSE,-8002,-8002,1,1989,129,40,116,20,94,23,14,3,4,18.1666666666667,7.66666666666667,8,0.2135322483423753,0.10425383542538356,1,1
2002,1930035,1930172,1930005,1954,1984,9999,9999,1956,9999,1986,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,48,FALSE,FALSE,-7997,-7997,1,1989,102,48,103,28,107,41,15,1,2,13.8333333333333,4.91666666666667,13,NA,NA,1,1
2007,1930035,1930172,1930005,1954,1984,9999,9999,1956,9999,1986,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,53,FALSE,FALSE,-7992,-7992,1,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,1
1997,1932035,1932005,1932173,1959,1979,9999,9999,1957,1992,1981,0,0,2080,33253.08830400249,15.982935991278618,2080,31107.727768260396,14.95316293412241,NA,19,19,40,38,FALSE,FALSE,-8002,-8002,2,1991,100,13,NA,NA,94,14,8,8,3,21.3166666666667,1.25,6,0.2960648148148153,0.017361111111111112,1,1
2002,1932035,1932005,1932173,1959,1979,9999,9999,1957,1992,1981,0,0,2016,49781.13828551097,24.693024943209807,2550,40207.842461374246,15.767781357401663,NA,24,24,45,43,FALSE,FALSE,-7997,-7997,2,1991,99,43,117,30,113,39,14,7,3,4.75,5.5,11,0.0754428833231521,0.07510504201680673,1,1
2007,1932035,1932005,1932173,1959,1979,9999,9999,1957,1992,1981,0,0,2600,54810.71070298635,21.081042578071685,2600,64776.29446716568,24.91395941044834,NA,29,29,50,48,FALSE,FALSE,-7992,-7992,2,1991,97,49,100,31,100,42,16,10,8,11.5833333333333,10,16,0.18682795698924679,0.16129032258064516,1,1
1997,1935172,1935170,1935004,1963,1986,9999,9999,1961,1971,1982,1,0,NA,NA,NA,1820,18235.564553807817,10.01883370191559,NA,4,3,36,34,FALSE,FALSE,-8002,-8002,2,1989,NA,NA,NA,NA,NA,NA,NA,3,0,28.5833333333333,6.66666666666667,8,0.37121212121212077,NA,1,1
2002,1935172,1935170,1935004,1963,1986,9999,9999,1961,1971,1982,1,0,1828,29129.624533683225,15.935243180351874,2048,22975.90997792814,11.218706043910224,NA,9,8,41,39,FALSE,FALSE,-7997,-7997,2,1989,NA,NA,NA,NA,NA,NA,NA,1,1,4.16666666666667,4,13,0.0573799435028249,0.05205205205205206,1,1
2007,1935172,1935170,1935004,1963,1986,9999,9999,1961,1971,1982,1,0,2080,NA,NA,1560,29066.285978856395,18.63223460183099,NA,13,11,46,44,FALSE,FALSE,-7992,-7992,2,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,1
1997,1935173,1935170,1935004,1963,1986,9999,9999,1961,1971,1982,1,0,NA,NA,NA,1820,18235.564553807817,10.01883370191559,NA,4,3,36,34,FALSE,FALSE,-8002,-8002,2,1991,NA,NA,NA,NA,NA,NA,NA,1,0,28.0833333333333,0,6,0.3647186147186143,NA,1,1
2002,1935173,1935170,1935004,1963,1986,9999,9999,1961,1971,1982,1,0,1828,29129.624533683225,15.935243180351874,2048,22975.90997792814,11.218706043910224,NA,9,8,41,39,FALSE,FALSE,-7997,-7997,2,1991,NA,NA,NA,NA,NA,NA,NA,1,1,16.75,16.3333333333333,11,0.23066737288135594,0.21254587921254547,1,1
2007,1935173,1935170,1935004,1963,1986,9999,9999,1961,1971,1982,1,0,2080,NA,NA,1560,29066.285978856395,18.63223460183099,NA,13,11,46,44,FALSE,FALSE,-7992,-7992,2,1991,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,16,NA,NA,1,1
1997,1945032,1945030,1945179,1973,1995,9999,9999,1972,1970,1980,0,0,2080,21453.60535742096,10.319184176919482,1924,26817.006696776203,13.934116679644914,NA,3,3,25,24,FALSE,FALSE,-8002,-8002,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1666666666667,26.1666666666667,1,0.36222222222222267,0.3634259259259264,1,1
2002,1945032,1945030,1945179,1973,1995,9999,9999,1972,1970,1980,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,29,FALSE,FALSE,-7997,-7997,2,1996,121,30,115,13,117,26,11,4,2,19.5,16.9166666666667,6,NA,NA,1,1
2007,1945032,1945030,1945179,1973,1995,9999,9999,1972,1970,1980,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,34,FALSE,FALSE,-7992,-7992,2,1996,126,51,107,28,143,48,14,4,1,8.08333333333333,10.5,11,NA,NA,1,1
1997,1947030,1947170,1947003,1960,1985,2003,2003,1957,9999,9999,1,1,1960,96541.22410839432,49.25747790063853,1260,64360.81607226289,51.08103435601931,NA,9.5,8,40,37,FALSE,FALSE,-6,-6,1,1991,NA,NA,NA,NA,NA,NA,NA,6,5,21,13.75,6,0.23926380368098157,0.18504140786749482,3,3
2002,1947030,1947170,1947003,1960,1985,2003,2003,1957,9999,9999,1,1,2500,127253.03474233742,50.90121389693497,1492,54504.60244514003,36.53123488280163,NA,13,11,45,42,FALSE,FALSE,-1,-1,1,1991,98,44,98,25,115,41,15,3,7,14.5833333333333,12.9166666666667,11,0.17505386272699253,0.2020657841957486,3,3
2007,1947030,1947170,1947003,1960,1985,2003,2003,1957,9999,9999,1,1,NA,NA,NA,2080,74741.87823134502,35.933595303531284,NA,18,16,50,47,TRUE,TRUE,4,4,1,1991,105,52,88,27,121,51,19,3,8,25,0,16,0.3472222222222222,NA,2,2
1997,1947031,1947004,1947171,1967,1990,9999,9999,1962,1975,1982,1,0,2340,75087.61875097337,32.08386681202305,0,0,NA,NA,5,5,35,30,FALSE,FALSE,-8002,-8002,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,52.9166666666667,3,0.1636904761904759,0.7898009950248761,1,1
2002,1947031,1947004,1947171,1967,1990,9999,9999,1962,1975,1982,1,0,2160,84245.00325240318,39.00231632055703,0,0,NA,NA,5,5,40,35,FALSE,FALSE,-7997,-7997,2,1994,125,42,121,22,125,33,15,1,1,5.83333333333333,5.33333333333333,8,0.05208333333333331,0.07569141193595338,1,1
2007,1947031,1947004,1947171,1967,1990,9999,9999,1962,1975,1982,1,0,2340,80555.1354271163,34.425271550049736,0,0,NA,NA,6,5,45,40,FALSE,FALSE,-7992,-7992,2,1994,136,54,128,34,139,50,22,0,0,20.4166666666667,35.1666666666667,13,0.18229166666666696,0.5248756218905477,1,1
1997,1947032,1947004,1947171,1967,1990,9999,9999,1962,1975,1982,1,0,2340,75087.61875097337,32.08386681202305,0,0,NA,NA,5,5,35,30,FALSE,FALSE,-8002,-8002,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2166666666667,0,2,0.4394345238095241,0,1,1
2002,1947032,1947004,1947171,1967,1990,9999,9999,1962,1975,1982,1,0,2160,84245.00325240318,39.00231632055703,0,0,NA,NA,5,5,40,35,FALSE,FALSE,-7997,-7997,2,1995,95,17,93,5,93,20,10,0,0,13.9666666666667,0,7,0.12470238095238126,0,1,1
2007,1947032,1947004,1947171,1967,1990,9999,9999,1962,1975,1982,1,0,2340,80555.1354271163,34.425271550049736,0,0,NA,NA,6,5,45,40,FALSE,FALSE,-7992,-7992,2,1995,126,51,107,28,106,37,15,2,3,16.3333333333333,2.66666666666667,12,0.14583333333333304,0.03980099502487567,1,1
1997,1955030,1955003,1955170,1959,1992,9999,9999,1961,9999,9999,1,0,2080,69724.21741161813,33.52125837097025,150,5363.40133935524,35.75243332814203,NA,5,4,36,38,FALSE,FALSE,-8002,-8002,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1
2002,1955030,1955003,1955170,1959,1992,9999,9999,1961,9999,9999,1,0,2132,124452.84571377742,58.373755025223936,242,19146.59164827345,79.11814730691509,NA,8,5,41,43,FALSE,FALSE,-7997,-7997,1,1994,96,34,97,17,108,31,12,6,9,12.5833333333333,13.1666666666667,8,0.11722202316971186,0.18544600938967182,1,1
2007,1955030,1955003,1955170,1959,1992,9999,9999,1961,9999,9999,1,0,2340,99655.83764179335,42.587964804185205,1100,16609.306273632224,15.099369339665676,NA,9.5,6,46,48,FALSE,FALSE,-7992,-7992,1,1994,91,42,99,28,89,33,14,5,6,25.25,23.9166666666667,13,0.2779424216765453,0.35696517412935375,1,1
1997,1956030,1956170,1956004,1965,1991,2005,2004,1965,9999,1991,1,1,3500,75087.61875097337,21.45360535742096,960,69724.21741161813,72.63118093754866,NA,9.5,9,32,32,FALSE,FALSE,-8,-7,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9166666666667,13.25,3,0.21292489035087753,0.2964716006884682,3,3
2002,1956030,1956170,1956004,1965,1991,2005,2004,1965,9999,1991,1,1,3120,95732.95824136725,30.683640461976683,2080,11487.95498896407,5.523055283155803,NA,14.5,14,37,37,FALSE,FALSE,-3,-2,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,3,3
2007,1956030,1956170,1956004,1965,1991,2005,2004,1965,9999,1991,1,1,NA,NA,NA,2040,54810.71070298635,26.867995442640375,NA,18,17,42,42,TRUE,TRUE,2,3,1,1994,91,42,73,17,100,38,10,9,6,20.8333333333333,19.5,13,0.28629316420014045,NA,2,2
1997,1959032,1959004,1959171,1959,1988,9999,9999,1960,9999,1981,0,1,2340,87959.78196542594,37.586716586201526,200,3218.0408036131444,16.090204018065723,NA,6.5,5,37,38,FALSE,FALSE,-8002,-8002,1,1990,155,48,146,30,143,33,16,4,2,27.4166666666667,13.5,7,0.2534969179706025,0.20149253731343283,1,1
2002,1959032,1959004,1959171,1959,1988,9999,9999,1960,9999,1981,0,1,2115,27762.5578899965,13.126504912527896,0,0,NA,NA,8.5,6,42,43,FALSE,FALSE,-7997,-7997,1,1990,135,54,151,39,138,50,24,6,3,16.5833333333333,13.5,12,0.1480654761904759,0.18926934483688324,1,1
2007,1959032,1959004,1959171,1959,1988,9999,9999,1960,9999,1981,0,1,360,60941.205648584,169.2811268016223,1040,4037.722355119994,3.8824253414615324,NA,11.5,8,47,48,FALSE,FALSE,-7992,-7992,1,1990,128,55,125,38,127,53,23,1,2,26.8333333333333,22.7,17,0.2916666666666663,0.21603221083455343,1,1
1997,1960178,1960005,1960177,1954,1980,1996,1995,1955,9999,1986,1,1,1728,138314.61178009654,80.04340158853762,520,12872.163214452577,24.75746058246379,NA,2.5,0,42,43,TRUE,TRUE,1,2,1,1986,116,46,114,28,141,44,14,3,6,19.9166666666667,0,11,0.19526143790849707,0,2,2
2002,1960178,1960005,1960177,1954,1980,1996,1995,1955,9999,1986,1,1,1645,196252.56439480287,119.30247075671906,2300,41165.17204378792,17.89790088860344,NA,7,4,47,48,TRUE,TRUE,6,7,1,1986,NA,NA,NA,NA,NA,NA,NA,5,6,13.3333333333333,0,16,0.19674612183125187,0,2,2
2007,1960178,1960005,1960177,1954,1980,1996,1995,1955,9999,1986,1,1,572,6344.75499652751,11.09222901490827,2340,50260.591249324796,21.47888514928409,NA,12,9,52,53,TRUE,TRUE,11,12,1,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,2,2
1997,1960179,1960005,1960177,1954,1980,1996,1995,1955,9999,1986,1,1,1728,138314.61178009654,80.04340158853762,520,12872.163214452577,24.75746058246379,NA,2.5,0,42,43,TRUE,TRUE,1,2,1,1990,155,47,137,24,150,35,13,5,3,16.9166666666667,0,7,0.1658496732026147,0,2,2
2002,1960179,1960005,1960177,1954,1980,1996,1995,1955,9999,1986,1,1,1645,196252.56439480287,119.30247075671906,2300,41165.17204378792,17.89790088860344,NA,7,4,47,48,TRUE,TRUE,6,7,1,1990,NA,NA,NA,NA,NA,NA,NA,6,3,10.25,0,12,0.15124858115777526,0,2,2
2007,1960179,1960005,1960177,1954,1980,1996,1995,1955,9999,1986,1,1,572,6344.75499652751,11.09222901490827,2340,50260.591249324796,21.47888514928409,NA,12,9,52,53,TRUE,TRUE,11,12,1,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,2,2
1997,1969032,1969170,1969030,1968,1988,2004,2003,1967,1973,1990,0,0,2132,36471.129107615634,17.109250272543218,624,3861.648964335773,6.189365145615947,NA,6,2,30,29,FALSE,FALSE,-7,-6,2,1993,113,8,NA,NA,111,9,5,NA,6,31.6666666666667,2.5,4,0.316666666666667,0.035211267605633804,3,3
2002,1969032,1969170,1969030,1968,1988,2004,2003,1967,1973,1990,0,0,2286,44037.16079102893,19.263849864842054,1904,19146.59164827345,10.05598300854698,NA,9,4,35,34,FALSE,FALSE,-2,-1,2,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,3
2007,1969032,1969170,1969030,1968,1988,2004,2003,1967,1973,1990,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,39,TRUE,TRUE,3,4,2,1993,98,47,93,26,107,42,12,7,8,4.58333333333333,18.1666666666667,14,NA,NA,2,2
1997,1969033,1969170,1969030,1968,1988,2004,2003,1967,1973,1990,0,0,2132,36471.129107615634,17.109250272543218,624,3861.648964335773,6.189365145615947,NA,6,2,30,29,FALSE,FALSE,-7,-6,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0833333333333,25,2,0.220833333333333,0.352112676056338,3,3
2002,1969033,1969170,1969030,1968,1988,2004,2003,1967,1973,1990,0,0,2286,44037.16079102893,19.263849864842054,1904,19146.59164827345,10.05598300854698,NA,9,4,35,34,FALSE,FALSE,-2,-1,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3,3
2007,1969033,1969170,1969030,1968,1988,2004,2003,1967,1973,1990,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,39,TRUE,TRUE,3,4,2,1995,100,46,90,23,115,42,14,12,9,2.5,15,12,NA,NA,2,2
1997,1971033,1971004,1971173,1959,1983,9999,9999,1959,1970,1977,0,0,2632,55779.3739292945,21.19616209313191,1175,7508.761875097337,6.393174396511447,NA,14.5,14,38,38,FALSE,FALSE,-8002,-8002,2,1985,97,42,99,26,110,38,8,5,7,30.3333333333333,14.8333333333333,12,0.339284433928443,0.24164578111946478,1,1
2002,1971033,1971004,1971173,1959,1983,9999,9999,1959,1970,1977,0,0,2320,61269.09327447504,26.409091928653034,668,4786.6479120683625,7.165640586928687,NA,17.5,15,43,43,FALSE,FALSE,-7997,-7997,2,1985,93,49,95,30,111,49,11,3,5,68.1666666666667,61.75,17,0.6874838376002071,0.9163812785388128,1,1
2007,1971033,1971004,1971173,1959,1983,9999,9999,1959,1970,1977,0,0,1400,48166.988193533456,34.404991566809585,0,0,NA,NA,17.5,15,48,48,FALSE,FALSE,-7992,-7992,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1,1
1997,1975032,1975170,1975004,1959,1980,9999,9999,1957,1970,1977,1,1,2500,NA,NA,480,9654.122410839433,20.112755022582153,NA,5.5,0,40,38,FALSE,FALSE,-8002,-8002,2,1988,135,49,120,26,142,40,14,5,1,16.0833333333333,6.41666666666667,9,0.15649950099800367,0.10038106698756523,1,1
2002,1975032,1975170,1975004,1959,1980,9999,9999,1957,1970,1977,1,1,2514,157959.38109825595,62.83189383383292,490,14359.943736205087,29.30600762490834,NA,8,0,45,43,FALSE,FALSE,-7997,-7997,2,1988,136,55,124,35,116,47,23,7,5,0,0,14,0,0,1,1
2007,1975032,1975170,1975004,1959,1980,9999,9999,1957,1970,1977,1,1,2860,182702.36900995448,63.88194720627778,580,19682.027934254187,33.93453092112788,NA,11,1,50,48,FALSE,FALSE,-7992,-7992,2,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
1997,1975033,1975170,1975004,1959,1980,9999,9999,1957,1970,1977,1,1,2500,NA,NA,480,9654.122410839433,20.112755022582153,NA,5.5,0,40,38,FALSE,FALSE,-8002,-8002,2,1990,114,25,123,16,122,25,14,11,0,18.3333333333333,10,7,0.17839321357285395,0.15643802647412758,1,1
2002,1975033,1975170,1975004,1959,1980,9999,9999,1957,1970,1977,1,1,2514,157959.38109825595,62.83189383383292,490,14359.943736205087,29.30600762490834,NA,8,0,45,43,FALSE,FALSE,-7997,-7997,2,1990,117,50,138,36,138,48,19,8,7,10.5,14,12,0.10236220472440945,0.21993957703927491,1,1
2007,1975033,1975170,1975004,1959,1980,9999,9999,1957,1970,1977,1,1,2860,182702.36900995448,63.88194720627778,580,19682.027934254187,33.93453092112788,NA,11,1,50,48,FALSE,FALSE,-7992,-7992,2,1990,NA,NA,NA,NA,NA,NA,NA,0,0,9.9,9,17,0.09816933638443937,0.15789473684210525,1,1
1997,1978031,1978003,1978171,1970,1993,9999,9999,1968,1970,1977,0,0,4000,51488.65285781031,12.872163214452577,2000,15017.523750194674,7.508761875097337,NA,5,5,29,27,FALSE,FALSE,-8002,-8002,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1666666666667,31.1666666666667,2,0.5190027894002793,0.8885233918128663,1,1
2002,1978031,1978003,1978171,1970,1993,9999,9999,1968,1970,1977,0,0,2739,74671.70742826645,27.262397746720136,1960,0,NA,NA,10,10,34,32,FALSE,FALSE,-7997,-7997,2,1995,131,39,106,15,109,27,12,11,7,8,9,7,0.10766045548654245,0.15170178282009725,1,1
2007,1978031,1978003,1978171,1970,1993,9999,9999,1968,1970,1977,0,0,3150,49827.91882089667,15.818386927268747,1560,18270.23690099545,11.711690321150927,NA,15,15,39,37,FALSE,FALSE,-7992,-7992,2,1995,112,49,97,26,94,34,NA,6,5,20,19.5833333333333,12,0.24390243902439024,0.3808277237596603,1,1
1997,1985030,1985004,1985172,1963,1986,9999,9999,1963,9999,1988,0,0,0,0,NA,0,0,NA,NA,2,1,34,34,FALSE,FALSE,-8002,-8002,1,1991,89,13,74,0,94,17,6,6,4,29.2333333333333,17.4166666666667,6,0.26101190476190445,0.1555059523809527,1,1
2002,1985030,1985004,1985172,1963,1986,9999,9999,1963,9999,1988,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,FALSE,FALSE,-7997,-7997,1,1991,96,43,100,26,101,37,11,7,9,51.3333333333333,10,11,NA,NA,1,1
2007,1985030,1985004,1985172,1963,1986,9999,9999,1963,9999,1988,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,FALSE,FALSE,-7992,-7992,1,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1,1
1997,2012032,2012170,2012003,1966,1986,2010,2008,1963,1973,1983,1,1,2080,91177.82276903909,43.84044254788973,0,0,NA,NA,8.5,7,34,31,FALSE,FALSE,-13,-11,2,1993,97,5,NA,NA,88,4,4,12,4,35.5,33.4166666666667,4,0.3169642857142857,0.46412037037037085,3,3
2002,2012032,2012170,2012003,1966,1986,2010,2008,1963,1973,1983,1,1,2250,77543.69617550747,34.46386496689221,2115,62226.42285688871,29.42147652807977,NA,12.5,10,39,36,FALSE,FALSE,-8,-6,2,1993,106,42,106,23,117,36,14,5,0,14.1666666666667,16.6666666666667,9,0.1986159791498162,0.24249207237455747,3,3
2007,2012032,2012170,2012003,1966,1986,2010,2008,1963,1973,1983,1,1,NA,NA,NA,104,4152.326568408056,39.92621700392364,NA,13.5,10,44,41,FALSE,FALSE,-3,-1,2,1993,99,48,89,25,105,42,15,4,1,17.3166666666667,22.15,14,0.15742424242424272,NA,3,3
1997,2012033,2012170,2012003,1966,1986,2010,2008,1963,1973,1983,1,1,2080,91177.82276903909,43.84044254788973,0,0,NA,NA,8.5,7,34,31,FALSE,FALSE,-13,-11,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,32.6666666666667,2,0.33482142857142855,0.45370370370370416,3,3
2002,2012033,2012170,2012003,1966,1986,2010,2008,1963,1973,1983,1,1,2250,77543.69617550747,34.46386496689221,2115,62226.42285688871,29.42147652807977,NA,12.5,10,39,36,FALSE,FALSE,-8,-6,2,1995,118,35,127,22,123,30,10,11,7,18.3333333333333,17.3333333333333,7,0.2570324436056435,0.2521917552695388,3,3
2007,2012033,2012170,2012003,1966,1986,2010,2008,1963,1973,1983,1,1,NA,NA,NA,104,4152.326568408056,39.92621700392364,NA,13.5,10,44,41,FALSE,FALSE,-3,-1,2,1995,103,46,96,25,114,41,15,7,7,6.08333333333333,19.75,12,0.05530303030303028,NA,3,3
