KID,YEAR,MID,FID,YBIRTH,YBIRTH_M,YMAR,YDIV,YSEP,YBIRTH_F,UD_year,JC_year,edH,edW,F_hrs,F_earn,F_wage,M_hrs,M_earn,M_wage,exp,exp1,exp2,F_AGE,M_AGE,SEP,DIV,TSD,TSS,L,LW_std,LW_raw,PC_std,PC_raw,AP_std,AP_raw,DigSpan,BPE,BPN,tau_m,tau_f,AGE,PHI_M,PHI_F,dgroup,sgroup
1126036,2002,1126030,1126174,1992,1969,1991,9999,9999,1969,9999,2003,1,0,1915,43079.831208615265,22.49599540919857,1040,32549.205802064866,31.29731327121622,NA,11,10,33,33,FALSE,FALSE,-7997,-7997,1,121,44,123,25,132,37,13,8,6,29.5833333333333,19.5,10,0.3215579710144924,0.25940138142747504,1,1
1126036,2007,1126030,1126174,1992,1969,1991,9999,9999,1969,9999,2003,1,0,2820,63908.458214368395,22.662573834882423,1300,30727.216606219616,23.636320466322815,NA,15,13,38,38,FALSE,FALSE,-7992,-7992,1,112,50,117,32,120,45,NA,6,9,17.5,0.833333333333333,15,0.20114942528735633,0.014425210830004434,1,1
1127030,1997,1127172,1127175,1995,1971,1995,2012,2010,1969,1973,1990,0,1,3060,20380.925089549914,6.6613444634792085,500,3754.3809375486685,7.508761875097337,NA,2,1,28,26,FALSE,FALSE,-15,-13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.35,12.2666666666667,2,0.7359504132231405,0.23077665219488724,3,3
1127030,2002,1127172,1127175,1995,1971,1995,2012,2010,1969,1973,1990,0,1,3315,33123.60355151307,9.992037270441347,0,0,NA,NA,4,1,33,31,FALSE,FALSE,-10,-8,2,98,27,99,14,110,26,9,4,4,19.4166666666667,0,7,0.17336309523809554,0,3,3
1127030,2007,1127172,1127175,1995,1971,1995,2012,2010,1969,1973,1990,0,1,2860,664.372250945289,NA,520,6643.72250945289,12.77638944125557,NA,8,4,38,36,FALSE,FALSE,-5,-3,2,93,41,99,26,107,38,11,11,9,20.0833333333333,17.7,12,0.19689542483660097,0.31052631578947365,3,3
1131032,1997,1131173,1131030,1991,1973,1990,1995,1994,1971,1970,1987,0,0,2080,51488.65285781031,24.75746058246379,264,1716.288428593677,6.500442423298551,NA,5,2,26,24,TRUE,TRUE,2,3,2,NA,NA,NA,NA,NA,NA,NA,15,13,NA,NA,6,NA,NA,2,2
1131032,2002,1131173,1131030,1991,1973,1990,1995,1994,1971,1970,1987,0,0,2810,56961.11015361351,20.270857705912285,2127,32070.54101085803,15.077828401907864,NA,9.5,6,31,29,TRUE,TRUE,7,8,2,182,57,187,43,144,48,20,5,3,22.8333333333333,0.5,11,0.3211613019565409,0.008626410086264101,2,2
1131032,2007,1131173,1131030,1991,1973,1990,1995,1994,1971,1970,1987,0,0,3900,49827.91882089667,12.77638944125557,2340,22422.563469403503,9.582292080941636,NA,12.5,8,36,34,TRUE,TRUE,12,13,2,113,53,90,27,109,46,13,13,12,0,0,16,0,0,2,2
1131034,1997,1131173,1131030,1991,1973,1990,1995,1994,1971,1970,1987,0,0,2080,51488.65285781031,24.75746058246379,264,1716.288428593677,6.500442423298551,NA,5,2,26,24,TRUE,TRUE,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,2
1131034,2002,1131173,1131030,1991,1973,1990,1995,1994,1971,1970,1987,0,0,2810,56961.11015361351,20.270857705912285,2127,32070.54101085803,15.077828401907864,NA,9.5,6,31,29,TRUE,TRUE,7,8,2,98,32,108,18,117,31,15,6,5,25.6666666666667,1.25,11,0.36101343431611266,0.021566025215660253,2,2
1131034,2007,1131173,1131030,1991,1973,1990,1995,1994,1971,1970,1987,0,0,3900,49827.91882089667,12.77638944125557,2340,22422.563469403503,9.582292080941636,NA,12.5,8,36,34,TRUE,TRUE,12,13,2,107,48,92,24,99,37,12,6,2,3.33333333333333,0,16,0.049751243781094474,0,2,2
1141036,1997,1141173,1141006,1985,1965,1985,1997,1997,1967,1970,1987,0,0,0,0,NA,0,0,NA,NA,0.5,0,30,32,TRUE,TRUE,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,17.5833333333333,12,0.002976190476190473,0.1569940476190473,3,3
1141036,2002,1141173,1141006,1985,1965,1985,1997,1997,1967,1970,1987,0,0,NA,NA,NA,0,0,NA,NA,0.5,0,35,37,TRUE,TRUE,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,2,2
1141036,2007,1141173,1141006,1985,1965,1985,1997,1997,1967,1970,1987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,TRUE,TRUE,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,2,2
1141175,1997,1141173,1141006,1985,1965,1985,1997,1997,1967,1970,1987,0,0,0,0,NA,0,0,NA,NA,0.5,0,30,32,TRUE,TRUE,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,0,4.33333333333333,24.9166666666667,12,0.038690476190476164,0.2224702380952384,3,3
1141175,2002,1141173,1141006,1985,1965,1985,1997,1997,1967,1970,1987,0,0,NA,NA,NA,0,0,NA,NA,0.5,0,35,37,TRUE,TRUE,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,2,2
1141175,2007,1141173,1141006,1985,1965,1985,1997,1997,1967,1970,1987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,TRUE,TRUE,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,2,2
1142031,1997,1142003,1142170,1990,1963,1987,9999,9999,1963,1974,1982,0,1,2550,48270.61205419716,18.932806727923996,2040,30035.047500389348,14.72790007786949,NA,11,10,34,34,FALSE,FALSE,-8002,-8002,2,136,38,138,25,118,26,10,1,0,17.9166666666667,17.25,7,0.24621212121212166,0.2739767868051313,1,1
1142031,2002,1142003,1142170,1990,1963,1987,9999,9999,1963,1974,1982,0,1,2080,42122.50162620159,20.25120270490461,2340,44994.490373442604,19.22841468950539,NA,16,15,39,39,FALSE,FALSE,-7997,-7997,2,118,51,121,32,128,47,13,1,1,60.25,72.3333333333333,12,0.8992537313432836,1.004629629629629,1,1
1142031,2007,1142003,1142170,1990,1963,1987,9999,9999,1963,1974,1982,0,1,3120,29896.751292538007,9.582292080941636,2080,49827.91882089667,23.955730202354133,NA,21,20,44,44,FALSE,FALSE,-7992,-7992,2,151,56,112,35,114,49,NA,0,0,19.0833333333333,13.75,17,0.26504629629629584,0.2644230769230769,1,1
1142032,1997,1142003,1142170,1990,1963,1987,9999,9999,1963,1974,1982,0,1,2550,48270.61205419716,18.932806727923996,2040,30035.047500389348,14.72790007786949,NA,11,10,34,34,FALSE,FALSE,-8002,-8002,2,89,12,77,0,114,21,11,3,1,16.25,15.25,7,0.2233086680761099,0.24221136224801468,1,1
1142032,2002,1142003,1142170,1990,1963,1987,9999,9999,1963,1974,1982,0,1,2080,42122.50162620159,20.25120270490461,2340,44994.490373442604,19.22841468950539,NA,16,15,39,39,FALSE,FALSE,-7997,-7997,2,101,45,NA,NA,122,43,15,2,0,70.25,66.75,12,1.0485074626865671,0.9270833333333334,1,1
1142032,2007,1142003,1142170,1990,1963,1987,9999,9999,1963,1974,1982,0,1,3120,29896.751292538007,9.582292080941636,2080,49827.91882089667,23.955730202354133,NA,21,20,44,44,FALSE,FALSE,-7992,-7992,2,98,50,106,33,94,39,24,0,0,25.5,25.5,17,0.3541666666666667,0.49038461538461536,1,1
1142033,1997,1142171,1142030,1996,1968,1992,1999,1997,1968,1974,1982,0,0,2392,36471.129107615634,15.242786606447595,2080,19308.244821678865,9.278684317084567,NA,7,7,29,29,TRUE,FALSE,-2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,25.9166666666667,1,0.5694444444444444,0.3926767676767682,3,3
1142033,2002,1142171,1142030,1996,1968,1992,1999,1997,1968,1974,1982,0,0,1850,22975.90997792814,12.419410798880076,0,0,NA,NA,9.5,9,34,34,TRUE,TRUE,3,5,2,64,7,0,NA,83,16,6,7,NA,17,3.5,6,0.15178571428571427,0.045797684952189235,2,2
1142033,2007,1142171,1142030,1996,1968,1992,1999,1997,1968,1974,1982,0,0,2600,28235.820665174782,10.859931025067244,NA,1827.0236900995449,NA,NA,11.5,11,39,39,TRUE,TRUE,8,10,2,94,39,87,19,91,30,14,6,1,NA,NA,11,NA,NA,2,2
1142034,1997,1142171,1142030,1996,1968,1992,1999,1997,1968,1974,1982,0,0,2392,36471.129107615634,15.242786606447595,2080,19308.244821678865,9.278684317084567,NA,7,7,29,29,TRUE,FALSE,-2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.75,29.3333333333333,1,0.6354166666666666,0.4444444444444439,3,3
1142034,2002,1142171,1142030,1996,1968,1992,1999,1997,1968,1974,1982,0,0,1850,22975.90997792814,12.419410798880076,0,0,NA,NA,9.5,9,34,34,TRUE,TRUE,3,5,2,61,6,81,1,79,15,6,12,NA,13.6666666666667,2.16666666666667,6,0.12202380952380983,0.02835094782754576,2,2
1142034,2007,1142171,1142030,1996,1968,1992,1999,1997,1968,1974,1982,0,0,2600,28235.820665174782,10.859931025067244,NA,1827.0236900995449,NA,NA,11.5,11,39,39,TRUE,TRUE,8,10,2,65,24,55,7,98,33,NA,14,9,NA,NA,11,NA,NA,2,2
1144037,1997,1144175,1144030,1996,1973,1994,9999,9999,1969,9999,1986,0,0,2295,18235.564553807817,7.948560784924466,2000,20917.26522348544,10.458632611742718,NA,5,5,28,24,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,7.5,1,0.6459205020920501,0.11051289317086994,1,1
1144037,2002,1144175,1144030,1996,1973,1994,9999,9999,1969,9999,1986,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,29,FALSE,FALSE,-7997,-7997,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1
1144037,2007,1144175,1144030,1996,1973,1994,9999,9999,1969,9999,1986,0,0,2600,19100.702214677058,7.34642392872195,2080,19931.16752835867,9.582292080941636,NA,13,13,38,34,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1,1
1149030,1997,1149170,1149004,1989,1955,1979,9999,9999,1957,1973,1987,0,0,1920,64360.81607226289,33.52125837097025,1920,26817.006696776203,13.966297087681045,NA,19,19,40,42,FALSE,FALSE,-8002,-8002,2,100,28,116,19,115,27,10,12,3,36.1666666666667,19.75,8,0.48172814207650316,0.2630635245901639,1,1
1149030,2002,1149170,1149004,1989,1955,1979,9999,9999,1957,1973,1987,0,0,2276,67013.07076895707,29.443352710438084,2120,28719.887472410173,13.54711673226895,NA,24,24,45,47,FALSE,FALSE,-7997,-7997,2,92,44,102,28,114,44,11,8,4,6.66666666666667,3.5,13,0.09359251259899212,0.05129650507328073,1,1
1149030,2007,1149170,1149004,1989,1955,1979,9999,9999,1957,1973,1987,0,0,2080,60623.967898757626,29.1461384128642,2080,20761.632842040282,9.981554250980931,NA,27.5,27,50,52,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,1
1150171,1997,1150003,1150170,1984,1951,1975,2003,2002,1952,1975,1982,1,1,1976,78305.65955458651,39.624809095156515,1500,1072.680267871048,0.7186957794736023,NA,3.5,2,45,46,FALSE,FALSE,-6,-5,2,139,54,144,37,125,45,15,4,4,29.15,28.75,13,0.35055504162812207,0.3885135135135135,3,3
1150171,2002,1150003,1150170,1984,1951,1975,2003,2002,1952,1975,1982,1,1,2600,104348.9244830903,40.134201724265495,238,2871.9887472410173,12.067179610256375,NA,6,3,50,51,TRUE,FALSE,-1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,3,3
1150171,2007,1150003,1150170,1984,1951,1975,2003,2002,1952,1975,1982,1,1,2600,112943.28266069913,43.43972410026889,0,0,NA,NA,8,3,55,56,TRUE,TRUE,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,2,2
1150172,1997,1150003,1150170,1984,1951,1975,2003,2002,1952,1975,1982,1,1,1976,78305.65955458651,39.624809095156515,1500,1072.680267871048,0.7186957794736023,NA,3.5,2,45,46,FALSE,FALSE,-6,-5,2,122,46,118,27,103,31,16,5,2,26.6333333333333,27.8833333333333,13,0.3202898550724633,0.37680180180180134,3,3
1150172,2002,1150003,1150170,1984,1951,1975,2003,2002,1952,1975,1982,1,1,2600,104348.9244830903,40.134201724265495,238,2871.9887472410173,12.067179610256375,NA,6,3,50,51,TRUE,FALSE,-1,0,2,131,55,120,35,104,44,21,7,5,0,2.5,18,0,0.04032258064516129,3,3
1150172,2007,1150003,1150170,1984,1951,1975,2003,2002,1952,1975,1982,1,1,2600,112943.28266069913,43.43972410026889,0,0,NA,NA,8,3,55,56,TRUE,TRUE,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,2,2
1151036,1997,1151006,1151172,1984,1953,1975,9999,9999,1951,1992,1981,1,1,2600,176992.24419872294,68.07228979909671,2600,144811.8361625915,55.69355950786482,NA,12.5,11,46,44,FALSE,FALSE,-8002,-8002,2,123,51,113,30,122,43,20,3,1,23.9166666666667,25.1666666666667,13,0.38575268817204356,0.4059139784946242,1,1
1151036,2002,1151006,1151172,1984,1953,1975,9999,9999,1951,1992,1981,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49,FALSE,FALSE,-7997,-7997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,1
1151036,2007,1151006,1151172,1984,1953,1975,9999,9999,1951,1992,1981,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,54,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
1151038,1997,1151006,1151172,1984,1953,1975,9999,9999,1951,1992,1981,1,1,2600,176992.24419872294,68.07228979909671,2600,144811.8361625915,55.69355950786482,NA,12.5,11,46,44,FALSE,FALSE,-8002,-8002,2,130,35,130,21,129,28,8,0,NA,13.4166666666667,12.6666666666667,13,0.21639784946236612,0.20430107526881774,1,1
1151038,2002,1151006,1151172,1984,1953,1975,9999,9999,1951,1992,1981,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49,FALSE,FALSE,-7997,-7997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,1
1151038,2007,1151006,1151172,1984,1953,1975,9999,9999,1951,1992,1981,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,54,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
1151037,1997,1151173,1151004,1990,1960,1983,9999,9999,1959,1992,1981,1,1,2400,98686.58464413643,41.115834667497275,0,0,NA,NA,9.5,9,38,37,FALSE,FALSE,-8002,-8002,2,105,19,108,8,105,20,10,15,5,NA,NA,7,NA,NA,1,1
1151037,2002,1151173,1151004,1990,1960,1983,9999,9999,1959,1992,1981,1,1,2780,148386.08527411922,53.37628966694937,260,3631.1511060950597,13.965965792673307,NA,12,9,43,42,FALSE,FALSE,-7997,-7997,2,113,49,122,32,106,39,11,9,3,22.6666666666667,8.5,12,0.2118380062305299,0.145203679369251,1,1
1151037,2007,1151173,1151004,1990,1960,1983,9999,9999,1959,1992,1981,1,1,3120,128722.12362064974,41.25709090405442,2080,24913.959410448337,11.977865101177066,NA,15.5,11,48,47,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,1,1
1151039,1997,1151173,1151004,1990,1960,1983,9999,9999,1959,1992,1981,1,1,2400,98686.58464413643,41.115834667497275,0,0,NA,NA,9.5,9,38,37,FALSE,FALSE,-8002,-8002,2,106,12,NA,NA,131,21,6,1,0,NA,NA,7,NA,NA,1,1
1151039,2002,1151173,1151004,1990,1960,1983,9999,9999,1959,1992,1981,1,1,2780,148386.08527411922,53.37628966694937,260,3631.1511060950597,13.965965792673307,NA,12,9,43,42,FALSE,FALSE,-7997,-7997,2,108,45,105,27,118,39,15,1,3,12.4166666666667,28.9166666666667,12,0.11604361370716541,0.4939772229522564,1,1
1151039,2007,1151173,1151004,1990,1960,1983,9999,9999,1959,1992,1981,1,1,3120,128722.12362064974,41.25709090405442,2080,24913.959410448337,11.977865101177066,NA,15.5,11,48,47,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,1,1
1163037,1997,1163171,1163006,1979,1953,1975,9999,9999,1954,1972,1987,0,0,2600,51488.65285781031,19.80167774489955,2160,16090.204018065722,7.444401059025074,NA,21,19,43,44,FALSE,FALSE,-8002,-8002,2,121,51,132,35,129,46,12,0,1,14.25,27.3333333333333,18,0.20223799126637557,0.4408602150537629,1,1
1163037,2002,1163171,1163006,1979,1953,1975,9999,9999,1954,1972,1987,0,0,3020,67013.07076895707,22.189758532767243,1760,23454.574769134975,13.32646293700851,NA,26,24,48,49,FALSE,FALSE,-7997,-7997,2,99,52,105,34,105,47,17,5,1,8.75,8.75,23,0.11195866141732283,0.16226818830242512,1,1
1163037,2007,1163171,1163006,1979,1953,1975,9999,9999,1954,1972,1987,0,0,2496,62284.89852612084,24.95388562745224,2080,27405.355351493174,13.175651611294782,NA,31,29,53,54,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,1,1
1163038,1997,1163171,1163006,1979,1953,1975,9999,9999,1954,1972,1987,0,0,2600,51488.65285781031,19.80167774489955,2160,16090.204018065722,7.444401059025074,NA,21,19,43,44,FALSE,FALSE,-8002,-8002,2,95,43,93,24,95,34,16,3,1,37.8333333333333,31.8333333333333,18,0.5369359534206691,0.5134408602150532,1,1
1163038,2002,1163171,1163006,1979,1953,1975,9999,9999,1954,1972,1987,0,0,3020,67013.07076895707,22.189758532767243,1760,23454.574769134975,13.32646293700851,NA,26,24,48,49,FALSE,FALSE,-7997,-7997,2,92,49,105,34,94,42,17,8,4,7,7,23,0.08956692913385826,0.12981455064194009,1,1
1163038,2007,1163171,1163006,1979,1953,1975,9999,9999,1954,1972,1987,0,0,2496,62284.89852612084,24.95388562745224,2080,27405.355351493174,13.175651611294782,NA,31,29,53,54,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,1,1
1163039,1997,1163173,1163005,1984,1955,1978,9999,9999,1952,1972,1987,1,1,2340,37543.809375486686,16.04729680735088,2600,37543.809375486686,14.438276405544308,NA,18,16,45,42,FALSE,FALSE,-8002,-8002,2,107,46,86,20,115,40,19,7,1,15.6666666666667,21,13,0.2526881720430113,0.31343283582089554,1,1
1163039,2002,1163173,1163005,1984,1955,1978,9999,9999,1952,1972,1987,1,1,1883,42122.50162620159,22.369889339459156,1775,41165.17204378792,23.19164622185235,NA,23,21,50,47,FALSE,FALSE,-7997,-7997,2,95,50,91,28,114,50,21,7,0,3.33333333333333,33.3333333333333,18,0.04280892401415983,0.4398206884885388,1,1
1163039,2007,1163173,1163005,1984,1955,1978,9999,9999,1952,1972,1987,1,1,2080,46506.05756617023,22.358681522197205,2340,46506.05756617023,19.874383575286398,NA,28,26,55,52,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
1163043,1997,1163173,1163005,1984,1955,1978,9999,9999,1952,1972,1987,1,1,2340,37543.809375486686,16.04729680735088,2600,37543.809375486686,14.438276405544308,NA,18,16,45,42,FALSE,FALSE,-8002,-8002,2,119,30,122,18,138,31,9,4,0,26.0833333333333,19.4166666666667,13,0.42069892473118226,0.2898009950248761,1,1
1163043,2002,1163173,1163005,1984,1955,1978,9999,9999,1952,1972,1987,1,1,1883,42122.50162620159,22.369889339459156,1775,41165.17204378792,23.19164622185235,NA,23,21,50,47,FALSE,FALSE,-7997,-7997,2,114,50,108,29,132,48,21,14,2,17.3333333333333,43.5833333333333,18,0.22260640487363093,0.5750655501987646,1,1
1163043,2007,1163173,1163005,1984,1955,1978,9999,9999,1952,1972,1987,1,1,2080,46506.05756617023,22.358681522197205,2340,46506.05756617023,19.874383575286398,NA,28,26,55,52,FALSE,FALSE,-7992,-7992,2,106,52,106,33,128,53,24,10,1,6.41666666666667,14.25,23,0.09577114427860701,0.19791666666666666,1,1
1163040,1997,1163174,1163007,1988,1959,1986,9999,9999,1960,1972,1987,1,1,2340,50415.97258993926,21.550146581529354,2340,33253.08830400249,14.213013549291388,NA,11.5,11,37,38,FALSE,FALSE,-8002,-8002,2,125,46,113,24,124,35,16,1,3,14.1833333333333,12.6833333333333,9,0.21169154228855672,0.18930348258706417,1,1
1163040,2002,1163174,1163007,1988,1959,1986,9999,9999,1960,1972,1987,1,1,1962,51982.99632506241,26.4949012869839,1201,38484.64921302963,32.04383781268079,NA,16.5,16,42,43,FALSE,FALSE,-7997,-7997,2,117,53,124,35,116,47,18,0,3,10.3333333333333,7.5,14,0.1162304419929335,0.10098394614189539,1,1
1163040,2007,1163174,1163007,1988,1959,1986,9999,9999,1960,1972,1987,1,1,2184,64776.29446716568,29.659475488628964,2288,48166.988193533456,21.052005329341586,NA,21.5,21,47,48,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
1163041,1997,1163174,1163007,1988,1959,1986,9999,9999,1960,1972,1987,1,1,2340,50415.97258993926,21.550146581529354,2340,33253.08830400249,14.213013549291388,NA,11.5,11,37,38,FALSE,FALSE,-8002,-8002,2,127,34,131,22,144,33,14,3,1,11.4333333333333,13.2666666666667,9,0.17064676616915372,0.1980099502487567,1,1
1163041,2002,1163174,1163007,1988,1959,1986,9999,9999,1960,1972,1987,1,1,1962,51982.99632506241,26.4949012869839,1201,38484.64921302963,32.04383781268079,NA,16.5,16,42,43,FALSE,FALSE,-7997,-7997,2,128,53,131,35,132,48,22,3,0,32,20.5,14,0.35993943326844036,0.2760227861211807,1,1
1163041,2007,1163174,1163007,1988,1959,1986,9999,9999,1960,1972,1987,1,1,2184,64776.29446716568,29.659475488628964,2288,48166.988193533456,21.052005329341586,NA,21.5,21,47,48,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
1163045,1997,1163175,1163030,1995,1967,1992,9999,9999,1968,1972,1987,1,1,1710,26817.006696776203,15.682585516274722,950,13944.843482323626,14.674266064475937,NA,5.5,5,29,30,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.15,46.5166666666667,2,0.5563807960607304,0.5879598120239836,1,1
1163045,2002,1163175,1163030,1995,1967,1992,9999,9999,1968,1972,1987,1,1,2471,43079.831208615265,17.43416884201346,883,16274.602901032433,18.431033863003886,NA,9.5,8,34,35,FALSE,FALSE,-7997,-7997,2,106,29,112,16,134,32,10,0,0,32.9166666666667,37.8333333333333,7,0.34642110234095697,0.5867382443582856,1,1
1163045,2007,1163175,1163030,1995,1967,1992,9999,9999,1968,1972,1987,1,1,2340,45675.59225248862,19.519483868584874,2340,29066.285978856395,12.42148973455405,NA,14.5,13,39,40,FALSE,FALSE,-7992,-7992,2,133,53,104,28,112,40,17,1,0,15.8333333333333,13,12,0.2363184079601985,0.19402985074626866,1,1
1166037,1997,1166180,1166009,1984,1957,1983,9999,9999,1964,9999,1981,0,0,2080,11799.48294658153,5.6744786170378445,2080,8581.442142968384,4.129819031303535,NA,7,7,33,40,FALSE,FALSE,-8002,-8002,1,100,44,93,23,86,29,14,4,3,5,7.33333333333333,13,0.06944444444444445,0.1018518518518518,1,1
1166037,2002,1166180,1166009,1984,1957,1983,9999,9999,1964,9999,1981,0,0,1868,19866.503494248533,10.635173176792575,2080,10530.625406550398,5.062800676226153,NA,12,12,38,45,FALSE,FALSE,-7997,-7997,1,91,48,80,23,93,40,13,10,4,18,31.5333333333333,18,0.25,0.41449275362318794,1,1
1166037,2007,1166180,1166009,1984,1957,1983,9999,9999,1964,9999,1981,0,0,2080,20761.632842040282,9.981554250980931,NA,NA,NA,NA,NA,NA,43,50,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
1167042,1997,1167033,1167178,1991,1972,1990,9999,2004,1971,9999,2003,0,0,0,0,NA,2080,26817.006696776203,12.893616819809997,NA,4.5,4,26,25,FALSE,FALSE,-8002,-7,1,112,16,NA,NA,92,13,8,1,0,9.5,8,6,0.13194444444444445,0.07142857142857142,1,1
1167042,2002,1167033,1167178,1991,1972,1990,9999,2004,1971,9999,2003,0,0,2467,71135.33195083035,28.834751500133905,0,0,NA,NA,7.5,7,31,30,FALSE,FALSE,-7997,-2,1,125,51,111,28,94,33,15,0,0,19.9166666666667,2.5,11,0.17782738095238124,0.03872505212987787,1,1
1167042,2007,1167033,1167178,1991,1972,1990,9999,2004,1971,9999,2003,0,0,NA,NA,NA,2080,13204.398487537619,6.348268503623856,NA,11.5,11,36,35,TRUE,FALSE,-7992,3,1,93,47,98,30,79,31,18,4,0,0.5,0,16,0.006944444444444444,NA,1,1
1167046,1997,1167033,1167178,1991,1972,1990,9999,2004,1971,9999,2003,0,0,0,0,NA,2080,26817.006696776203,12.893616819809997,NA,4.5,4,26,25,FALSE,FALSE,-8002,-7,1,96,4,NA,NA,98,6,4,3,0,17.25,0,6,0.23958333333333334,0,1,1
1167046,2002,1167033,1167178,1991,1972,1990,9999,2004,1971,9999,2003,0,0,2467,71135.33195083035,28.834751500133905,0,0,NA,NA,7.5,7,31,30,FALSE,FALSE,-7997,-2,1,93,35,110,23,106,32,10,1,0,20.6666666666667,3,11,0.1845238095238098,0.04647006255585344,1,1
1167046,2007,1167033,1167178,1991,1972,1990,9999,2004,1971,9999,2003,0,0,NA,NA,NA,2080,13204.398487537619,6.348268503623856,NA,11.5,11,36,35,TRUE,FALSE,-7992,3,1,74,34,81,21,96,37,13,2,0,8.16666666666667,0,16,0.11342592592592597,NA,1,1
1179033,1997,1179030,1179172,1996,1972,1995,1998,1998,1976,1972,1980,0,0,1840,16090.204018065722,8.742344183149042,2600,27889.68696464725,10.72680267871048,NA,3,3,21,25,FALSE,FALSE,-1,-1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5833333333333,26.9166666666667,1,0.5739247311827952,0.3513219544846055,3,3
1179033,2002,1179030,1179172,1996,1972,1995,1998,1998,1976,1972,1980,0,0,2496,13938.718719943072,5.584422564079756,NA,NA,NA,NA,NA,NA,26,30,TRUE,TRUE,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,2
1179033,2007,1179030,1179172,1996,1972,1995,1998,1998,1976,1972,1980,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,35,TRUE,TRUE,9,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,2,2
1192033,1997,1192003,1192171,1984,1957,1982,9999,9999,1955,1973,1981,0,0,2000,32180.408036131445,16.090204018065723,1200,21453.60535742096,17.881580065410372,NA,18,17,42,40,FALSE,FALSE,-8002,-8002,2,130,53,122,33,121,44,21,8,0,NA,NA,13,NA,NA,1,1
