KID,YEAR,MID,FID,YBIRTH,YBIRTH_M,YMAR,YDIV,YSEP,YBIRTH_F,UD_year,JC_year,edH,edW,F_hrs,F_earn,F_wage,M_hrs,M_earn,M_wage,exp,exp1,exp2,F_AGE,M_AGE,SEP,DIV,TSD,TSS,L,LW_std,LW_raw,PC_std,PC_raw,AP_std,AP_raw,DigSpan,BPE,BPN,tau_m,tau_f,AGE,PHI_M,PHI_F,dgroup,sgroup
3318003,2007,3318002,3318001,1995,1965,1992,9999,9999,1966,1970,1980,0,0,2080,37370.93911567251,17.966797651765642,1080,4152.326568408056,3.8447468226000523,1,1.5,1,41,42,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,1
3323003,1997,3323002,3323001,1988,1966,1986,9999,9999,1965,1970,1980,0,0,1404,NA,NA,0,0,NA,1,1,1,32,31,FALSE,FALSE,-8002,-8002,2,90,32,95,18,109,31,13,4,2,24.5833333333333,9,9,0.2194940476190473,0.10588235294117647,1,1
3323003,2002,3323002,3323001,1988,1966,1986,9999,9999,1965,1970,1980,0,0,1651,23933.23956034181,14.496208092272447,1560,5743.977494482035,3.682036855437202,4,5,4,37,36,FALSE,FALSE,-7997,-7997,2,84,41,94,26,91,36,13,12,NA,8.83333333333333,12.5,14,0.10772357723577232,0.1557632398753894,1,1
3323003,2007,3323002,3323001,1988,1966,1986,9999,9999,1965,1970,1980,0,0,2080,41523.265684080565,19.963108501961777,1300,20761.632842040282,15.970486801569423,9,10,9,42,41,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
3323004,1997,3323002,3323001,1988,1966,1986,9999,9999,1965,1970,1980,0,0,1404,NA,NA,0,0,NA,1,1,1,32,31,FALSE,FALSE,-8002,-8002,2,96,19,90,5,119,26,9,3,1,23.25,12,9,0.20758928571428573,0.1411764705882353,1,1
3323004,2002,3323002,3323001,1988,1966,1986,9999,9999,1965,1970,1980,0,0,1651,23933.23956034181,14.496208092272447,1560,5743.977494482035,3.682036855437202,4,5,4,37,36,FALSE,FALSE,-7997,-7997,2,86,38,103,27,96,35,12,7,NA,9.83333333333333,0,14,0.11991869918699183,0,1,1
3323004,2007,3323002,3323001,1988,1966,1986,9999,9999,1965,1970,1980,0,0,2080,41523.265684080565,19.963108501961777,1300,20761.632842040282,15.970486801569423,9,10,9,42,41,FALSE,FALSE,-7992,-7992,2,82,42,88,27,95,40,14,9,11,4.83333333333333,4.83333333333333,19,0.055555555555555525,0.0671296296296296,1,1
3332003,1997,3332002,3332001,1988,1961,1988,9999,9999,1959,1970,1980,1,0,2080,32180.408036131445,15.468049462700513,0,0,NA,0,0,0,38,36,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,9,5,NA,NA,9,NA,NA,1,1
3332003,2002,3332002,3332001,1988,1961,1988,9999,9999,1959,1970,1980,1,0,2652,28719.887472410173,10.829520163050594,0,0,NA,0,0,0,43,41,FALSE,FALSE,-7997,-7997,2,89,44,89,24,115,46,17,2,4,36,39.0833333333333,14,0.32142857142857145,0.6407103825136606,1,1
3332003,2007,3332002,3332001,1988,1961,1988,9999,9999,1959,1970,1980,1,0,2340,29896.751292538007,12.77638944125557,0,0,NA,0,0,0,48,46,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
3332004,1997,3332002,3332001,1988,1961,1988,9999,9999,1959,1970,1980,1,0,2080,32180.408036131445,15.468049462700513,0,0,NA,0,0,0,38,36,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,9,NA,NA,1,1
3332004,2002,3332002,3332001,1988,1961,1988,9999,9999,1959,1970,1980,1,0,2652,28719.887472410173,10.829520163050594,0,0,NA,0,0,0,43,41,FALSE,FALSE,-7997,-7997,2,117,49,96,23,94,33,16,1,4,23.5,24.3333333333333,14,0.20982142857142858,0.39890710382513606,1,1
3332004,2007,3332002,3332001,1988,1961,1988,9999,9999,1959,1970,1980,1,0,2340,29896.751292538007,12.77638944125557,0,0,NA,0,0,0,48,46,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
3333003,1997,3333002,3333001,1991,1968,1987,9999,9999,1966,1970,1980,0,0,0,0,NA,0,0,NA,0,0.5,0,31,29,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,4,2,53.3333333333333,44.75,6,0.4761904761904759,0.39955357142857145,1,1
3333003,2002,3333002,3333001,1991,1968,1987,9999,9999,1966,1970,1980,0,0,2226,30634.54663723752,13.762150331193855,0,0,NA,0,1,0,36,34,FALSE,FALSE,-7997,-7997,2,124,51,97,24,118,41,12,6,5,25.4166666666667,21.4166666666667,11,0.2269345238095241,0.30952380952381,1,1
3333003,2007,3333002,3333001,1991,1968,1987,9999,9999,1966,1970,1980,0,0,2080,19931.16752835867,9.582292080941636,2080,11626.514391542558,5.589670380549306,1,3.5,1,41,39,FALSE,FALSE,-7992,-7992,2,107,52,94,29,101,43,13,1,1,38.75,15.9166666666667,16,0.5381944444444444,0.22106481481481527,1,1
3336003,1997,3336002,3336001,1990,1966,1988,9999,9999,1955,1970,1980,0,1,960,9654.122410839433,10.061740912630432,0,0,NA,0,0,0,42,31,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.75,34.5,7,0.39955357142857145,0.36883223684210525,1,1
3336003,2002,3336002,3336001,1990,1966,1988,9999,9999,1955,1970,1980,0,1,3096,17231.932483446104,5.56586966519577,1658,38293.1832965469,23.096009225902836,3,3.5,3,47,36,FALSE,FALSE,-7997,-7997,2,121,39,113,19,110,29,11,4,3,6.08333333333333,5.25,12,0.07593214914386298,0.10007331378299121,1,1
3336003,2007,3336002,3336001,1990,1966,1988,9999,9999,1955,1970,1980,0,1,4160,19931.16752835867,4.791146040470835,2080,16609.306273632224,7.985243400784719,NA,7.5,7,52,41,FALSE,FALSE,-7992,-7992,2,103,47,128,34,124,45,16,5,4,0,0.5,17,0,0.015625,1,1
3336005,1997,3336002,3336001,1990,1966,1988,9999,9999,1955,1970,1980,0,1,960,9654.122410839433,10.061740912630432,0,0,NA,0,0,0,42,31,FALSE,FALSE,-8002,-8002,2,116,22,121,11,107,19,9,0,1,35.0833333333333,21.6666666666667,7,0.31324404761904734,0.2316337719298249,1,1
3336005,2002,3336002,3336001,1990,1966,1988,9999,9999,1955,1970,1980,0,1,3096,17231.932483446104,5.56586966519577,1658,38293.1832965469,23.096009225902836,3,3.5,3,47,36,FALSE,FALSE,-7997,-7997,2,99,43,107,27,110,38,13,2,2,1.66666666666667,2.66666666666667,12,0.020803328532565255,0.050830889540567026,1,1
3336005,2007,3336002,3336001,1990,1966,1988,9999,9999,1955,1970,1980,0,1,4160,19931.16752835867,4.791146040470835,2080,16609.306273632224,7.985243400784719,NA,7.5,7,52,41,FALSE,FALSE,-7992,-7992,2,115,53,134,38,115,48,16,2,0,1,1,17,0.013888888888888888,0.03125,1,1
3349003,1997,3349002,3349001,1992,1965,1989,9999,9999,1967,1978,1988,1,0,0,0,NA,0,0,NA,1,1,1,30,32,FALSE,FALSE,-8002,-8002,2,74,5,NA,NA,71,8,3,3,2,48,24.6666666666667,5,0.42857142857142855,0.22023809523809554,1,1
3349003,2002,3349002,3349001,1992,1965,1989,9999,9999,1967,1978,1988,1,0,2568,25847.898725169158,10.065381123508239,0,0,NA,1,1.5,1,35,37,FALSE,FALSE,-7997,-7997,2,88,36,120,30,95,32,12,7,9,32.6666666666667,27.75,10,0.29166666666666696,0.4431818181818182,1,1
3349003,2007,3349002,3349001,1992,1965,1989,9999,9999,1967,1978,1988,1,0,2080,24913.959410448337,11.977865101177066,0,0,NA,1,1.5,1,40,42,FALSE,FALSE,-7992,-7992,2,91,45,86,25,87,34,13,4,1,9,7.83333333333333,15,0.08035714285714286,0.10879629629629625,1,1
3349004,1997,3349002,3349001,1992,1965,1989,9999,9999,1967,1978,1988,1,0,0,0,NA,0,0,NA,1,1,1,30,32,FALSE,FALSE,-8002,-8002,2,99,4,NA,NA,112,8,4,2,1,50.5,39.6666666666667,5,0.45089285714285715,0.35416666666666696,1,1
3349004,2002,3349002,3349001,1992,1965,1989,9999,9999,1967,1978,1988,1,0,2568,25847.898725169158,10.065381123508239,0,0,NA,1,1.5,1,35,37,FALSE,FALSE,-7997,-7997,2,116,41,117,22,120,33,17,6,1,32.6666666666667,30.25,10,0.29166666666666696,0.4831081081081081,1,1
3349004,2007,3349002,3349001,1992,1965,1989,9999,9999,1967,1978,1988,1,0,2080,24913.959410448337,11.977865101177066,0,0,NA,1,1.5,1,40,42,FALSE,FALSE,-7992,-7992,2,126,53,120,33,111,42,18,1,0,16.8333333333333,15.6666666666667,15,0.15029761904761876,0.21759259259259306,1,1
3350003,1997,3350002,3350001,1994,1968,1989,9999,9999,1962,1971,1982,1,1,2340,58997.414732907644,25.20798629496963,960,12872.163214452577,13.408503348388102,0,0.5,0,35,29,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.75,27.3333333333333,3,0.3394325657894737,0.40796019900497466,1,1
3350003,2002,3350002,3350001,1994,1968,1989,9999,9999,1962,1971,1982,1,1,2520,19146.59164827345,7.59785382867994,2149,138812.78944998252,64.59413189854934,3,3.5,3,40,34,FALSE,FALSE,-7997,-7997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1,1
3350003,2007,3350002,3350001,1994,1968,1989,9999,9999,1962,1971,1982,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,39,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,1
3360002,1997,3360001,3360170,1992,1957,1989,9999,9999,1957,1973,1989,0,0,0,0,NA,1980,11799.48294658153,5.964102289363027,2,2,2,40,40,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,4,1,17.5833333333333,12.5,5,0.23785986819285423,0.11160714285714286,1,1
3360002,2002,3360001,3360170,1992,1957,1989,9999,9999,1957,1973,1989,0,0,1844,20247.520668049172,10.980217282022329,3952,13689.813028515517,3.4640215153126306,7,7,7,45,45,FALSE,FALSE,-7997,-7997,2,121,48,97,21,100,33,13,3,4,16.3,8.46666666666667,10,0.4527777777777778,0.11061976549413739,1,1
3360002,2007,3360001,3360170,1992,1957,1989,9999,9999,1957,1973,1989,0,0,1150,18685.469557836255,16.24823439811844,0,0,NA,10,10.5,10,50,50,FALSE,FALSE,-7992,-7992,2,112,52,90,26,103,42,15,9,0,0,0,15,0,0,1,1
3360003,1997,3360001,3360170,1992,1957,1989,9999,9999,1957,1973,1989,0,0,0,0,NA,1980,11799.48294658153,5.964102289363027,2,2,2,40,40,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,5,1,27.0833333333333,12.5,5,0.366371834894207,0.11160714285714286,1,1
3360003,2002,3360001,3360170,1992,1957,1989,9999,9999,1957,1973,1989,0,0,1844,20247.520668049172,10.980217282022329,3952,13689.813028515517,3.4640215153126306,7,7,7,45,45,FALSE,FALSE,-7997,-7997,2,105,35,118,21,125,33,11,5,1,15.3,7.46666666666667,10,0.42500000000000004,0.09755443886097157,1,1
3360003,2007,3360001,3360170,1992,1957,1989,9999,9999,1957,1973,1989,0,0,1150,18685.469557836255,16.24823439811844,0,0,NA,10,10.5,10,50,50,FALSE,FALSE,-7992,-7992,2,118,51,98,27,98,37,16,5,0,10.5833333333333,3.66666666666667,15,0.09449404761904732,0.0407930395093425,1,1
3365004,1997,3365002,3365001,1978,1958,1977,9999,9999,1951,1970,1980,0,0,2750,18771.904687743343,6.8222465036598665,1600,11799.48294658153,7.380040242952811,2,2,2,46,39,FALSE,FALSE,-8002,-8002,2,101,44,75,16,87,28,14,0,0,24.6666666666667,18,19,0.3036616161616166,0.3044892648015615,1,1
3365004,2002,3365002,3365001,1978,1958,1977,9999,9999,1951,1970,1980,0,0,0,0,NA,0,0,NA,2,3.5,2,51,44,FALSE,FALSE,-7997,-7997,2,83,43,74,20,79,32,17,9,8,16.1666666666667,16.6666666666667,24,0.1443452380952384,0.1488095238095241,1,1
3365004,2007,3365002,3365001,1978,1958,1977,9999,9999,1951,1970,1980,0,0,2080,20761.632842040282,9.981554250980931,0,0,NA,2,3.5,2,56,49,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,1,1
3365005,1997,3365002,3365001,1978,1958,1977,9999,9999,1951,1970,1980,0,0,2750,18771.904687743343,6.8222465036598665,1600,11799.48294658153,7.380040242952811,2,2,2,46,39,FALSE,FALSE,-8002,-8002,2,106,26,111,15,106,24,8,0,0,22.8333333333333,18.6666666666667,19,0.2810921717171713,0.31576664497939766,1,1
3365005,2002,3365002,3365001,1978,1958,1977,9999,9999,1951,1970,1980,0,0,0,0,NA,0,0,NA,2,3.5,2,51,44,FALSE,FALSE,-7997,-7997,2,99,45,93,23,97,36,11,6,5,13.8333333333333,21.4166666666667,24,0.12351190476190446,0.1912202380952384,1,1
3365005,2007,3365002,3365001,1978,1958,1977,9999,9999,1951,1970,1980,0,0,2080,20761.632842040282,9.981554250980931,0,0,NA,2,3.5,2,56,49,FALSE,FALSE,-7992,-7992,2,85,44,84,25,93,39,12,3,3,0,1.58333333333333,29,0,0.021990740740740693,1,1
3369004,1997,3369002,3369001,1984,1963,1983,9999,9999,1960,1970,1980,0,0,1980,26817.006696776203,13.547951783211339,1500,7507.689194829466,5.009416850957795,1,1.5,1,37,34,FALSE,FALSE,-8002,-8002,2,110,47,114,30,101,36,13,1,1,17.8333333333333,13.5,13,0.2144619179771812,0.1826222684703434,1,1
3369004,2002,3369002,3369001,1984,1963,1983,9999,9999,1960,1970,1980,0,0,2880,13402.614153791415,4.653685470066463,1512,7658.63665930938,5.065235885786627,5,6,5,42,39,FALSE,FALSE,-7997,-7997,2,145,56,96,30,119,51,20,0,2,10,5,18,0.12059369202226346,0.08831521739130435,1,1
3369004,2007,3369002,3369001,1984,1963,1983,9999,9999,1960,1970,1980,0,0,3120,21592.098155721895,6.920544280680091,1080,8719.885793656918,8.073968327460108,10,11,10,47,44,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
3369007,1997,3369002,3369001,1984,1963,1983,9999,9999,1960,1970,1980,0,0,1980,26817.006696776203,13.547951783211339,1500,7507.689194829466,5.009416850957795,1,1.5,1,37,34,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0833333333333,32.8333333333333,13,0.48203823620104796,0.44415539368713103,1,1
3369007,2002,3369002,3369001,1984,1963,1983,9999,9999,1960,1970,1980,0,0,2880,13402.614153791415,4.653685470066463,1512,7658.63665930938,5.065235885786627,5,6,5,42,39,FALSE,FALSE,-7997,-7997,2,81,9,NA,NA,89,15,9,3,2,19.5833333333333,6.66666666666667,18,0.2361626468769322,0.11775362318840585,1,1
3369007,2007,3369002,3369001,1984,1963,1983,9999,9999,1960,1970,1980,0,0,3120,21592.098155721895,6.920544280680091,1080,8719.885793656918,8.073968327460108,10,11,10,47,44,FALSE,FALSE,-7992,-7992,2,111,45,94,22,117,38,14,4,5,25.25,1.66666666666667,23,0.2767706576728499,0.03205128205128212,1,1
3371004,1997,3371002,3371001,1976,1958,1976,9999,9999,1956,1970,1980,0,0,0,0,NA,0,0,NA,0,0.5,0,41,39,FALSE,FALSE,-8002,-8002,2,127,51,103,27,127,43,14,3,1,2,1,21,0.017857142857142856,0.008928571428571428,1,1
3371004,2002,3371002,3371001,1976,1958,1976,9999,9999,1956,1970,1980,0,0,0,0,NA,2450,10530.625406550398,4.298214451653223,5,5.5,5,46,44,FALSE,FALSE,-7997,-7997,2,94,49,97,30,86,36,16,2,0,1.16666666666667,1.16666666666667,26,0.0179806362378977,0.010416666666666697,1,1
3371004,2007,3371002,3371001,1976,1958,1976,9999,9999,1956,1970,1980,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,1,1
3371005,1997,3371002,3371001,1976,1958,1976,9999,9999,1956,1970,1980,0,0,0,0,NA,0,0,NA,0,0.5,0,41,39,FALSE,FALSE,-8002,-8002,2,82,10,NA,NA,110,20,6,0,0,3.5,1,21,0.03125,0.008928571428571428,1,1
3371005,2002,3371002,3371001,1976,1958,1976,9999,9999,1956,1970,1980,0,0,0,0,NA,2450,10530.625406550398,4.298214451653223,5,5.5,5,46,44,FALSE,FALSE,-7997,-7997,2,95,41,92,21,106,37,13,0,0,21.4166666666667,24.4166666666667,26,0.33007310808140733,0.2180059523809527,1,1
3371005,2007,3371002,3371001,1976,1958,1976,9999,9999,1956,1970,1980,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,1,1
3374005,1997,3374002,3374004,1997,1967,1996,9999,9999,1971,1970,1980,0,1,4032,NA,NA,0,0,NA,0,0,0,26,30,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9166666666667,8.83333333333333,0,0.5081845238095241,0.25632440476190466,1,1
3374005,2002,3374002,3374004,1997,1967,1996,9999,9999,1971,1970,1980,0,1,3562,39559.73033408019,11.10604445089281,0,0,NA,0,0.5,0,31,35,FALSE,FALSE,-7997,-7997,2,83,10,NA,NA,95,17,3,3,4,30.75,12.25,5,0.27455357142857145,0.28160919540229884,1,1
3374005,2007,3374002,3374004,1997,1967,1996,9999,9999,1971,1970,1980,0,1,NA,14948.375646269003,NA,0,0,NA,0,1,0,36,40,FALSE,FALSE,-7992,-7992,2,93,38,98,24,120,39,11,2,4,0,14.5833333333333,10,0,NA,1,1
3376006,1997,3376002,3376001,1980,1953,1979,9999,9999,1950,1970,1980,0,0,NA,15017.523750194674,NA,0,0,NA,0,0,0,47,44,FALSE,FALSE,-8002,-8002,2,74,23,62,5,84,23,6,0,0,9.5,11.5,17,0.08482142857142858,NA,1,1
3376006,2002,3376002,3376001,1980,1953,1979,9999,9999,1950,1970,1980,0,0,2040,18189.262065859777,8.91630493424499,1734,11200.756114239968,6.459490261960766,2,3.5,2,52,49,FALSE,FALSE,-7997,-7997,2,63,29,64,14,73,28,10,8,9,7.5,10.4166666666667,22,0.09535452322738386,0.14314658210007092,1,1
3376006,2007,3376002,3376001,1980,1953,1979,9999,9999,1950,1970,1980,0,0,2080,NA,NA,2080,NA,NA,3,6.5,3,57,54,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,1,1
3376007,1997,3376002,3376001,1980,1953,1979,9999,9999,1950,1970,1980,0,0,NA,15017.523750194674,NA,0,0,NA,0,0,0,47,44,FALSE,FALSE,-8002,-8002,2,96,24,101,14,114,26,8,0,0,12.0833333333333,10.1666666666667,17,0.10788690476190446,NA,1,1
3376007,2002,3376002,3376001,1980,1953,1979,9999,9999,1950,1970,1980,0,0,2040,18189.262065859777,8.91630493424499,1734,11200.756114239968,6.459490261960766,2,3.5,2,52,49,FALSE,FALSE,-7997,-7997,2,92,42,96,25,91,34,12,0,2,2.91666666666667,2.5,22,0.0370823145884271,0.034355179704016914,1,1
3376007,2007,3376002,3376001,1980,1953,1979,9999,9999,1950,1970,1980,0,0,2080,NA,NA,2080,NA,NA,3,6.5,3,57,54,FALSE,FALSE,-7992,-7992,2,91,47,93,29,94,40,12,1,3,17.25,17.25,27,0.23958333333333334,0.23958333333333334,1,1
3386003,1997,3386002,3386001,1989,1959,1988,9999,9999,1957,9999,9999,0,0,2080,48270.61205419716,23.20207419405077,575,5363.40133935524,9.332318330478117,0,0.5,0,40,38,FALSE,FALSE,-8002,-8002,1,115,40,114,22,100,27,13,2,1,13.8333333333333,13,8,0.137041976249444,0.18055555555555555,1,1
3386003,2002,3386002,3386001,1989,1959,1988,9999,9999,1957,9999,9999,0,0,2080,71799.71868102544,34.51909551972377,1530,28719.887472410173,18.77116828262103,3,3.5,3,45,43,FALSE,FALSE,-7997,-7997,1,111,51,111,31,93,36,20,2,1,16,9,13,0.19375873311597577,0.125,1,1
3386003,2007,3386002,3386001,1989,1959,1988,9999,9999,1957,9999,9999,0,0,2080,38201.404429354116,18.36605982180485,1820,16609.306273632224,9.125992458039693,6,6.5,6,50,48,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,1
3386004,1997,3386002,3386001,1989,1959,1988,9999,9999,1957,9999,9999,0,0,2080,48270.61205419716,23.20207419405077,575,5363.40133935524,9.332318330478117,0,0.5,0,40,38,FALSE,FALSE,-8002,-8002,1,99,7,NA,NA,93,8,7,5,2,18.8333333333333,7,8,0.186575220676954,0.09722222222222222,1,1
3386004,2002,3386002,3386001,1989,1959,1988,9999,9999,1957,9999,9999,0,0,2080,71799.71868102544,34.51909551972377,1530,28719.887472410173,18.77116828262103,3,3.5,3,45,43,FALSE,FALSE,-7997,-7997,1,99,39,113,25,92,29,12,3,2,9,9,13,0.10898928737773637,0.125,1,1
3386004,2007,3386002,3386001,1989,1959,1988,9999,9999,1957,9999,9999,0,0,2080,38201.404429354116,18.36605982180485,1820,16609.306273632224,9.125992458039693,6,6.5,6,50,48,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,18,NA,NA,1,1
3387003,1997,3387002,3387001,1996,1968,1990,9999,9999,1966,9999,9999,1,1,720,26817.006696776203,37.243458900482786,2000,37543.809375486686,18.77190468774334,2,2,2,31,29,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4166666666667,18.8333333333333,1,0.6719839609483965,0.19187565308254928,1,1
3387003,2002,3387002,3387001,1996,1968,1990,9999,9999,1966,9999,9999,1,1,2940,95732.95824136725,32.562230694342595,1326,23741.773643859076,17.90480666957698,7,7,7,36,34,FALSE,FALSE,-7997,-7997,1,114,24,123,14,103,22,11,1,2,17.0833333333333,0.833333333333333,6,0.1974951830443156,0.015025427646786865,1,1
3387003,2007,3387002,3387001,1996,1968,1990,9999,9999,1966,9999,9999,1,1,3120,97976.63677752913,31.402768197925976,1820,33218.61254726445,18.251984916079387,12,12,12,41,39,FALSE,FALSE,-7992,-7992,1,133,52,113,29,100,34,16,0,0,32.5,0,11,0.42207792207792205,0,1,1
3389003,1997,3389002,3389001,1990,1965,1989,9999,9999,1966,9999,9999,0,0,0,0,NA,0,0,NA,0,0,0,31,32,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,12,9,39.25,5.33333333333333,7,0.35044642857142855,0.047619047619047596,1,1
3389003,2002,3389002,3389001,1990,1965,1989,9999,9999,1966,9999,9999,0,0,1294,11532.949479337512,8.912634837200551,980,6276.2527423040365,6.404339532963303,2,3,2,36,37,FALSE,FALSE,-7997,-7997,1,100,46,99,26,96,36,19,3,6,NA,NA,12,NA,NA,1,1
3389003,2007,3389002,3389001,1990,1965,1989,9999,9999,1966,9999,9999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,42,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,1,1
3397003,1997,3397002,3397001,1986,1963,1985,9999,9999,1962,1971,1982,0,0,2080,21453.60535742096,10.319184176919482,1120,536.340133935524,0.48270612054197165,1,1,1,35,34,FALSE,FALSE,-8002,-8002,2,99,9,NA,NA,98,12,4,3,2,25.9166666666667,22.4166666666667,11,0.286493764172336,0.31134259259259306,1,1
3397003,2002,3397002,3397001,1986,1963,1985,9999,9999,1962,1971,1982,0,0,2080,5743.977494482035,2.7615276415779015,900,11487.95498896407,12.7643944321823,2,3.5,2,40,39,FALSE,FALSE,-7997,-7997,2,98,40,95,20,98,32,12,3,7,46.8333333333333,36.5,16,0.494584348767939,0.5069444444444444,1,1
3397003,2007,3397002,3397001,1986,1963,1985,9999,9999,1962,1971,1982,0,0,2340,34049.07786094606,14.550887974763258,1768,12456.979705224168,7.045803000692402,5,7.5,5,45,44,FALSE,FALSE,-7992,-7992,2,93,46,99,30,92,37,12,1,6,6.9,11.5666666666667,21,0.08846153846153847,0.1726368159203985,1,1
3404003,1997,3404002,3404001,1992,1965,1989,9999,9999,1968,1970,1987,0,0,0,0,NA,0,0,NA,0,0,0,29,32,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,7,3,30.0833333333333,19.5,5,0.2686011904761902,0.17410714285714285,1,1
3404003,2002,3404002,3404001,1992,1965,1989,9999,9999,1968,1970,1987,0,0,5140,98604.94698860827,19.183841826577485,0,0,NA,0,0,0,34,37,FALSE,FALSE,-7997,-7997,2,92,38,80,17,105,34,15,1,2,37.1666666666667,9.5,10,0.3318452380952384,0.7222222222222219,1,1
3404003,2007,3404002,3404001,1992,1965,1989,9999,9999,1968,1970,1987,0,0,2600,NA,NA,0,0,NA,0,0,0,39,42,FALSE,FALSE,-7992,-7992,2,106,51,88,26,92,37,16,12,2,29.4166666666667,2.66666666666667,15,0.2626488095238098,0.043010752688172095,1,1
3404004,1997,3404002,3404001,1992,1965,1989,9999,9999,1968,1970,1987,0,0,0,0,NA,0,0,NA,0,0,0,29,32,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5833333333333,23.5833333333333,5,0.4337797619047616,0.2105654761904759,1,1
3404004,2002,3404002,3404001,1992,1965,1989,9999,9999,1968,1970,1987,0,0,5140,98604.94698860827,19.183841826577485,0,0,NA,0,0,0,34,37,FALSE,FALSE,-7997,-7997,2,157,50,114,16,114,25,9,0,2,23.5833333333333,13.4166666666667,10,0.2105654761904759,1.0199805068226142,1,1
3404004,2007,3404002,3404001,1992,1965,1989,9999,9999,1968,1970,1987,0,0,2600,NA,NA,0,0,NA,0,0,0,39,42,FALSE,FALSE,-7992,-7992,2,116,49,90,22,111,39,13,1,0,39.6666666666667,15,15,0.35416666666666696,0.24193548387096775,1,1
3408004,1997,3408002,3408001,1977,1952,1976,9999,9999,1949,1972,1987,0,0,2080,17162.88428593677,8.24891125992836,1440,4290.721071484192,2.9820511446815137,1,1,1,48,45,FALSE,FALSE,-8002,-8002,2,143,57,86,24,94,33,12,6,3,39.25,32,20,0.4655565693430657,0.4444444444444444,1,1
3408004,2002,3408002,3408001,1977,1952,1976,9999,9999,1949,1972,1987,0,0,2076,17231.932483446104,8.300545512257276,56,526.5312703275199,NA,5,5.5,5,53,50,FALSE,FALSE,-7997,-7997,2,95,50,84,25,71,29,12,3,6,14.8333333333333,12.5,25,0.13372630605640284,0.1734258271077908,1,1
3408004,2007,3408002,3408001,1977,1952,1976,9999,9999,1949,1972,1987,0,0,2080,20761.632842040282,9.981554250980931,0,0,NA,7,8.5,7,58,55,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1,1
3409003,1997,3409002,3409001,1992,1972,1991,9999,9999,1960,1970,1980,0,0,0,0,NA,2704,15017.523750194674,5.556483787572029,1,1,1,37,25,FALSE,FALSE,-8002,-8002,2,81,4,NA,NA,102,13,5,3,0,28.1666666666667,15.25,5,0.469444444444445,0.13616071428571427,1,1
